#	nodename	lat		lon		alt
	A-1		37.4122108	127.0996915	73.14
	A-2		37.4086413	127.0955872	71.33
	A-3		37.4088239	127.0972607	78.40
	A-4		37.4107359	127.0994373	85.04
	B-1		37.4031904	127.1049144	60.54
	B-2		37.4032274	127.1096834	85.51
	B-3		37.3998204	127.1096569	53.72
	B-4		37.3998386	127.1064864	51.31
	C-1		37.4031647	127.1025691	60.53
	C-2		37.3998534	127.1025225	58.96
	C-3		37.4043381	127.0982666	65.00
	C-4		37.4056770	127.0993992	64.16
	Base		37.4119432	127.0953764	101.43
