#	nodename	lat		lon		alt
	A-1		37.6597942	126.8750534	15
	B-1		37.6597588	126.8754537	15
	C-1		37.65973456	126.87583294	15
	D-1		37.65940902	126.87496238	15
	E-1		37.6593005	126.87541151	15
	F-1		37.6592982	126.87576149	15
	G-1		37.65899228	126.87498862	15
	H-1		37.65897727	126.87538672	15
	I-1		37.65895418	126.87574107	15
